"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.3,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.66,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.65,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.3,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.68,,
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.22,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.49,,
"LVA","Latvia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.06,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.6,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.1,,
"ZAF","South Africa","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,14.42,,
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.73,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.23,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.66,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.35,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.64,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.28,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.29,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.8,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.79,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.3,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,19.42,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.87,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.27,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.55,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,7.16,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.58,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.05,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.99,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.07,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.15,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.75,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.51,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.47,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.61,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.63,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.82,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.92,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.94,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.95,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.63,,
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.61,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.48,,
"LVA","Latvia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.65,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.57,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.26,,
"ZAF","South Africa","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,19.05,,
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.84,,
"AUS","Australia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,49126,,
"AUT","Austria","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,50349,,
"BEL","Belgium","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,49675,,
"CAN","Canada","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,47622,,
"CZE","Czech Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25372,,
"DNK","Denmark","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,51466,,
"FIN","Finland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,42964,,
"FRA","France","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,43755,,
"DEU","Germany","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,47585,,
"GRC","Greece","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26064,,
"HUN","Hungary","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,22576,,
"ISL","Iceland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,61787,,
"IRL","Ireland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,47653,,
"ITA","Italy","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,36658,,
"JPN","Japan","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40863,,
"KOR","Korea","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,35191,,
"LUX","Luxembourg","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,63062,,
"MEX","Mexico","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,15314,,
"NLD","Netherlands","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,52877,,
"NZL","New Zealand","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,40043,,
"NOR","Norway","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,51212,,
"POL","Poland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,27046,,
"PRT","Portugal","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25367,,
"SVK","Slovak Republic","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24328,,
"ESP","Spain","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,38507,,
"SWE","Sweden","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,42393,,
"CHE","Switzerland","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,62283,,
"GBR","United Kingdom","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,43732,,
"USA","United States","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,60558,,
"CHL","Chile","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25879,,
"EST","Estonia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24336,,
"ISR","Israel","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,35067,,
"LVA","Latvia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23683,,
"SVN","Slovenia","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,34933,,
"OECD","OECD - Total","JE_PEARN","Personal earnings","L","Value","TOT","Total","USD","US Dollar","0","Units",,,43241,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,98,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,95,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,81,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,96,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,93,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,94,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,91,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"LVA","Latvia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,86,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,92,,
"ZAF","South Africa","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","Units",,,89,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,96,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,90,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,84,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,97,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,76,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,94,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,79,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,92,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","Units",,,95,,
